conversation_id,title,date,from,to,duration_minutes,message_count_total,user_message_count,assistant_message_count,primary_category,primary_type,primary_tool,secondary_tool,tertiary_tool,was_solved,complexity_bucket,avg_user_message_length,model_slug
39c1cc2c-4cf5-4b41-acc8-c5d56dd8d302,Interactuar con Dim Calendario,2023-04-25,2023-04-25 13:05:14.701261,2023-04-25 13:06:40.546942,"1,43",6,3,3,SQL / BI,How-to / Question,SQL Server / SSIS / SSRS,,,TRUE,Medium,"91,7",
6983908d-40d0-485c-b053-21b354fe9491,Asambleas de sociedad anónima.,2023-04-25,2023-04-25 18:46:34.068212,2023-04-25 18:55:44.082979,"9,17",12,6,6,General / Other,Analysis / Research,General Purpose,,,TRUE,Medium,"110,2",
151544eb-6b82-4932-a96f-1ba6bb69ae80,IVA on loan interests.,2023-04-25,2023-04-25 22:37:51.096976,2023-04-25 22:46:35.502867,"8,74",6,3,3,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,"77,3",
369b0ccc-4e5a-47c8-a23e-2bcca602f8de,New chat,2023-04-26,2023-04-26 11:25:55.154000,2023-04-26 11:42:53.178996,"16,97",10,5,5,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,188,
59f1a7ef-fbe8-4bba-8ef8-58b3c83b83ff,Microsoft Visual Studio Error.,2023-04-26,2023-04-26 17:55:23.120875,2023-04-26 17:56:18.034761,"0,92",4,2,2,SQL / BI,Troubleshooting,SQL / BI Tools,,,TRUE,High,2596,
79058b1f-21a4-4d70-82d1-9790f771e117,Replicación de SQL Server,2023-04-28,2023-04-28 12:45:54.122451,2023-04-28 12:47:00.535436,"1,11",2,1,1,SQL / BI,General Inquiry,SQL Server / SSIS / SSRS,,,TRUE,Low,43,
8f6eac49-412a-42c5-a385-8cf8fa4256f0,Fuentes para investigaciones.,2023-04-28,2023-04-28 15:10:43.854537,2023-04-28 15:11:00.238984,"0,27",2,1,1,General / Other,General Inquiry,General Purpose,,,TRUE,Low,161,
524dc684-1c07-4b97-9fb8-3852b751e14e,Donación a OSC populares,2023-05-02,2023-05-02 12:06:30.704381,2023-05-05 13:34:36.540828,"4408,1",28,14,14,AWS / Cloud,Analysis / Research,SQL Server / SSIS / SSRS,,,TRUE,High,"544,4",
6ef6ac63-b063-4f5e-acd6-cbf26246ae8d,Valores Repetidos en SQL.,2023-05-03,2023-05-03 11:55:44.432840,2023-05-05 14:59:24.983206,"3063,68",48,24,24,Academic / Study,How-to / Question,SQL Server / SSIS / SSRS,,,TRUE,High,"513,7",
c4c322fd-e8d4-40d1-b343-d171c5795e6f,Identificando registros duplicados.,2023-05-08,2023-05-08 13:07:55.370170,2023-05-08 18:49:35.364302,"341,67",12,6,6,Academic / Study,How-to / Question,SQL Server / SSIS / SSRS,,,TRUE,High,"719,3",
619dca47-3b61-4296-ad28-3da819c98f93,Alternativas de generación energética.,2023-05-08,2023-05-08 19:02:13.796313,2023-05-08 19:02:19.214291,"0,09",2,1,1,General / Other,General Inquiry,General Purpose,,,TRUE,Low,106,
961bd8e6-44fa-4595-88dd-3a420672f110,Generación de energía renovable.,2023-05-08,2023-05-08 19:03:37.217627,2023-05-08 19:03:41.815574,"0,08",2,1,1,General / Other,General Inquiry,General Purpose,,,TRUE,Low,106,
261a9c87-b5c7-44cd-a568-0e2c68210637,Tipo de dato datetime,2023-05-09,2023-05-09 15:48:13.274529,2023-05-11 17:32:54.918676,"2984,69",30,15,15,SQL / BI,How-to / Question,R,SQL Server / SSIS / SSRS,,TRUE,High,"739,8",
a4b053cb-8b36-4ff1-8119-0ad39f8b8606,Transparencia y confianza,2023-05-11,2023-05-11 17:33:14.415139,2023-05-18 15:20:34.068723,"9947,33",44,22,22,Academic / Study,Analysis / Research,Study / Coursework,,,TRUE,High,"85,7",
5d608501-a3ce-4c18-aaf1-54124689ddb7,New chat,2023-05-12,2023-05-12 12:42:25.468071,2023-05-14 14:31:17.031989,"2988,86",14,7,7,General / Other,How-to / Question,General Purpose,,,TRUE,High,219,
4170123d-dca6-4595-9d1c-fc7c8882fb90,New chat,2023-05-14,2023-05-14 14:31:32.315371,2023-05-14 14:32:09.108998,"0,61",4,2,2,General / Other,General Inquiry,General Purpose,,,TRUE,Low,90,
a247121e-a8ee-4993-b355-eaa204ea6bb4,Esquema Disolución y Cancelación,2023-05-14,2023-05-14 14:32:26.124266,2023-05-16 11:20:09.904911,"2687,73",16,8,8,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,1028,
d2d94e89-e6cd-495a-a4f5-7c5a9dd8d914,New chat,2023-05-16,2023-05-16 11:20:25.780046,2023-05-16 11:22:15.663495,"1,83",6,3,3,Personal / Advice,How-to / Question,Personal / Daily Life,,,TRUE,High,"825,7",
31c8deae-444c-4e13-8460-f4f74a1c658b,New chat,2023-05-16,2023-05-16 11:23:31.910171,2023-05-16 11:34:57.420607,"11,43",8,4,4,Personal / Advice,How-to / Question,Personal / Daily Life,,,TRUE,High,"647,2",
75369fd0-ce95-4bfa-88dc-1b37833192e0,"Buscar ""20u"" en SQL.",2023-05-16,2023-05-16 14:14:25.252325,2023-05-16 16:00:19.107349,"105,9",38,19,19,SQL / BI,How-to / Question,SQL / BI Tools,,,TRUE,High,"176,3",
f103e49b-ded2-4d10-8833-aad04e41f05f,Extraer números cadena SQL,2023-05-16,2023-05-16 16:01:44.527743,2023-05-19 18:43:56.646044,"4482,2",38,19,19,SQL / BI,How-to / Question,Power BI,SQL Server / SSIS / SSRS,,TRUE,High,"152,7",
be2b84f4-a021-48aa-b910-b2aaebd3cb25,Interpretación de acuerdos concordatarios.,2023-05-16,2023-05-16 21:35:07.178841,2023-05-16 21:37:24.181133,"2,28",4,2,2,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,1342,
b3026986-ccf0-4b74-a31a-6a5a596f59ee,Asignar Windows 10 a Disco Duro y Separar Documentos,2023-05-21,2023-05-21 14:11:38.678030,2023-05-21 14:26:44.490343,"15,1",8,4,4,Machine Learning / AI,Build / Design,AI / ML,,,TRUE,Medium,"94,8",
76f10854-4f62-464d-9322-a7da447fdb29,Borrar registros columna SQL,2023-05-22,2023-05-22 12:04:17.977139,2023-05-22 23:52:18.945036,"708,02",8,4,4,Machine Learning / AI,Build / Design,AI / ML,,,TRUE,High,"535,5",
453da48c-bef6-4d63-b768-4a20a25b3eaf,Conversion Failure: Non-Numeric Value,2023-05-23,2023-05-23 11:47:17.675822,2023-05-23 20:21:15.502229,"513,96",20,10,10,SQL / BI,Troubleshooting,SQL Server / SSIS / SSRS,R,,TRUE,High,"1912,7",
af138e53-4576-4154-97bb-3b3cf0821833,Facturas notas crédito,2023-05-24,2023-05-24 11:08:57.555302,2023-06-02 13:38:13.518086,"13109,27",32,16,16,SQL / BI,Troubleshooting,R,SQL Server / SSIS / SSRS,,TRUE,High,"1302,1",
42307518-5e0e-4f08-a641-1c0d3d175d12,Control Judicial de IGJ,2023-05-25,2023-05-25 19:39:21.809379,2023-05-28 14:22:23.028300,"4003,02",28,14,14,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"3379,6",
23606c6d-c1a3-46b7-bd43-9c2f7939d170,Problema valores NULL en consulta.,2023-05-29,2023-05-29 11:56:33.404399,2023-06-02 18:08:02.417066,"6131,48",32,16,16,SQL / BI,How-to / Question,Power BI,SQL Server / SSIS / SSRS,,TRUE,High,"129,2",
3ba41216-f403-42e8-aaeb-5382c83b82fc,Sin acceso a Azure AD,2023-06-01,2023-06-01 11:27:33.596747,2023-06-01 11:27:40.595201,"0,12",2,1,1,AWS / Cloud,Troubleshooting,Cloud / AWS,,,TRUE,Low,229,
be3435ed-449b-49cf-a863-5f87da26ee99,Problemas con usuarios externos,2023-06-01,2023-06-01 11:51:02.594176,2023-06-01 15:04:50.148464,"193,79",4,2,2,SQL / BI,How-to / Question,Power BI,,,TRUE,High,"988,5",
ae1e4b99-fb93-4129-9234-4e46c4e793e2,Beneficios IA en Contabilidad,2023-06-04,2023-06-04 17:18:45.471991,2023-06-30 14:54:51.514951,"37296,1",64,32,32,Academic / Study,Analysis / Research,Study / Coursework,,,TRUE,High,"277,1",
2eca8532-c4cf-4eac-b53f-62899b13100a,Borrar registros últimos 30 días,2023-06-05,2023-06-05 14:52:52.146345,2023-06-05 18:26:48.296779,"213,94",40,20,20,AWS / Cloud,Analysis / Research,Cloud / AWS,,,TRUE,High,"237,2",
8870940e-41bb-489e-b807-37e99ae5dcd0,Transpose en Excel,2023-06-05,2023-06-05 16:59:30.231543,2023-06-06 15:35:22.565251,"1355,87",10,5,5,SQL / BI,How-to / Question,Power BI,,,TRUE,Medium,"74,2",
cfdf25c3-d0a0-4089-a5d0-410388afb2a6,Cast Date Column Issue,2023-06-07,2023-06-07 11:24:05.212580,2023-06-07 19:44:01.318329,"499,94",17,9,8,SQL / BI,Troubleshooting,SQL Server / SSIS / SSRS,,,FALSE,High,"156,2",
e8e5aecc-2323-47b4-9fe6-94dbe28aada2,Falsa denominación del Servicio del Tesoro,2023-06-07,2023-06-07 19:45:11.309193,2023-06-07 21:42:38.528315,"117,45",32,16,16,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"671,7",
fdd60fd5-0b3a-4d66-bea0-df9c4b98e1cd,Error en PADINDEX.,2023-06-08,2023-06-08 12:31:41.683945,2023-06-09 18:15:45.686923,"1784,07",39,19,20,Academic / Study,Troubleshooting,Power BI,SQL Server / SSIS / SSRS,,TRUE,High,"1534,8",
7c6b330d-33a7-4c3d-aa1c-fbce42184b85,Like Count in Power BI,2023-06-12,2023-06-12 12:32:18.628950,2023-06-13 21:28:08.153725,"1975,83",15,7,7,SQL / BI,How-to / Question,Power BI,,,TRUE,High,"70,6",
b0799203-205d-4aea-a194-4dae44d35bb3,Precio bono probabilidad default,2023-06-13,2023-06-13 18:57:46.595561,2023-06-13 23:00:03.018875,"242,27",8,4,4,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,120,
6d63812c-dee0-48c7-8d41-86b0e299e520,SSIS Package Execution Error,2023-06-14,2023-06-14 13:52:16.420052,2023-06-14 13:52:23.497631,"0,12",2,1,1,SQL / BI,Troubleshooting,SQL Server / SSIS / SSRS,,,TRUE,Medium,1428,
d80a4e5f-3335-4ded-bc85-7026294dfc6a,Función DAX con Error,2023-06-14,2023-06-14 14:40:20.621883,2023-06-15 19:52:28.210072,"1752,13",32,16,16,SQL / BI,Build / Design,Power BI,SQL Server / SSIS / SSRS,,TRUE,High,"218,1",
7e748226-a898-4d87-8ef4-10161a276fcc,Problemas con SSIS y Cast Decimal en Fuente de Datos de Excel,2023-06-16,2023-06-16 11:07:49.640351,2023-06-16 11:49:09.653096,"41,33",20,10,10,SQL / BI,Troubleshooting,SQL Server / SSIS / SSRS,,,TRUE,High,"341,9",
70ccb01d-2c74-4b0c-9082-9681497587ad,No instalación disco Windows,2023-06-16,2023-06-16 21:52:48.549202,2023-06-16 21:54:19.937089,"1,52",4,2,2,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,"137,5",
faed18aa-80bd-4f75-8aac-7e17dc2ebb6d,Concurso y Quiebras: Preguntas frecuentes,2023-06-18,2023-06-18 19:32:41.486961,2023-06-20 13:57:30.052398,"2544,81",21,10,10,Academic / Study,Analysis / Research,Study / Coursework,,,TRUE,High,"213,7",
24f34503-feb5-4712-aceb-32d0d980fd3b,Cargar datos con diferentes fechas,2023-06-21,2023-06-21 12:27:58.107941,2023-06-22 18:23:36.807525,"1795,64",30,15,15,Academic / Study,Analysis / Research,Power BI,SQL Server / SSIS / SSRS,,TRUE,High,1372,
9e3a5cf8-0e71-468d-a909-3ec19fa98755,Tabla de Movimientos de Stock,2023-06-26,2023-06-26 18:31:06.521435,2023-06-27 12:24:33.559591,"1073,45",10,5,5,Data Engineering,Analysis / Research,Data Pipeline / Engineering,,,TRUE,High,"405,8",
adb0a90e-b8e3-4708-9dc0-4db9e9d47007,Reiniciar servicios de Azure,2023-06-28,2023-06-28 12:44:15.236913,2023-06-29 19:00:53.926857,"1816,64",8,4,4,SQL / BI,Troubleshooting,Power BI,,,TRUE,Medium,"294,2",
d911cbf3-6fe2-47a5-9723-56b730f1961d,Respaldar DB en otro servidor (Backup DB),2023-06-30,2023-06-30 19:45:26.860388,2023-06-30 23:17:13.959163,"211,78",8,4,4,SQL / BI,How-to / Question,SQL Server / SSIS / SSRS,,,TRUE,Medium,"56,8",
